 Sistema de Informação de Atenção Básica - Produção e Marcadores - Brasil
Cons.Res.ForaÁreaCons.<1 anoCons.1a4anosCons.5a9anosCons.10a14anosCons.15a19anosCons.20a39anosCons.40a49anosCons.50a59anosCons.60 e maisAtend.PuericulturaAtend.Pré-NatalAtend Prev-citologAtend.DST/AIDSAtend.DiabetesAtend.Hiper.Arter.Atend.HanseníaseAtend.TuberculoseEx.Patologia Clín.Ex.RadiodiagnósticEx.CitopatológicoEx.UltrassonografEx.OutrosEncam.Atend.Espec.Encam.Int.HospitalEncam.Urg./EmergIntern.DomiciliarAtend.Espec.AcTrabVis.Insp.SanitáriaAtend.Indiv.EnfermAtend.Ind.Prof.NS.CurativosInalaçõesInjeçõesRetirada de pontosTerap.Reid.OralSuturaAtend.GrupoProc.Coletiv(PC1)ReuniõesVisita MédicoVisita Enferm.Vis Outr.Prof.NS.Vis Prof.Niv.MédioValvul.Reum.5-14a.AVCInfartoDHEG(Forma Grave)DoençaHemol.Perin.FraturaColoFêmurMening.TuberculosaHans.Grau II e IIICit.Oncot NIC IIIPneum. <5 anos por Município
Período:2009-2011
"Município";"Cons.Res.ForaÁrea";"Cons.<1_ano";"Cons.1a4anos";"Cons.5a9anos";"Cons.10a14anos";"Cons.15a19anos";"Cons.20a39anos";"Cons.40a49anos";"Cons.50a59anos";"Cons.60_e_mais";"Atend.Puericultura";"Atend.Pré-Natal";"Atend_Prev-citolog";"Atend.DST/AIDS";"Atend.Diabetes";"Atend.Hiper.Arter.";"Atend.Hanseníase";"Atend.Tuberculose";"Ex.Patologia_Clín.";"Ex.Radiodiagnóstic";"Ex.Citopatológico";"Ex.Ultrassonograf";"Ex.Outros";"Encam.Atend.Espec.";"Encam.Int.Hospital";"Encam.Urg./Emerg";"Intern.Domiciliar";"Atend.Espec.AcTrab";"Vis.Insp.Sanitária";"Atend.Indiv.Enferm";"Atend.Ind.Prof.NS.";"Curativos";"Inalações";"Injeções";"Retirada_de_pontos";"Terap.Reid.Oral";"Sutura";"Atend.Grupo";"Proc.Coletiv(PC1)";"Reuniões";"Visita_Médico";"Visita_Enferm.";"Vis_Outr.Prof.NS.";"Vis_Prof.Niv.Médio";"Valvul.Reum.5-14a.";"AVC";"Infarto";"DHEG(Forma_Grave)";"DoençaHemol.Perin.";"FraturaColoFêmur";"Mening.Tuberculosa";"Hans.Grau_II_e_III";"Cit.Oncot_NIC_III";"Pneum._<5_anos"
"432070 Sobradinho";1589;732;2353;2094;2201;2704;160964;4989;4479;5347;2046;1306;3501;374;2159;3468;3;267;15958;3861;9;274;5907;1753;451;-;37;187;306;9636;5136;3338;281;5023;497;50;50;1169;-;498;353;1985;40;3807;-;8;3;-;-;1;-;-;-;-
"432080 Soledade";58;2019;5078;4960;4512;4465;17082;11300;11603;15689;3792;1638;3496;628;3058;15706;1;48;9362;3320;1317;255;10091;1865;230;52;8;117;35;10246;10745;19626;7346;6399;1263;176;72;713;20;301;844;3634;1088;4441;-;21;5;-;-;2;-;-;1;51
"432085 Tabaí";21;1502;2896;2468;2031;2309;5003;4443;5272;6795;310;428;973;30;1624;4480;-;22;570;669;-;50;119;311;30;24;-;-;311;526;132;2829;427;16820;415;48;134;11;238;141;701;811;129;373;-;-;-;-;-;-;-;-;-;3
"432090 Tapejara";51;2942;4455;4100;3144;4775;17946;9345;8377;10448;1795;3050;4288;64;1722;5249;-;4;21924;1750;1088;581;2212;2002;226;323;-;3;1;8313;20818;22024;1708;7394;1019;58;92;725;4859;448;1369;3929;1389;9336;-;2;-;-;-;-;-;-;-;1
"432100 Tapera";52;964;2130;1952;2074;2479;11524;8436;8748;12018;1732;1419;2238;924;6642;33508;461;30;3421;1849;951;563;1215;1934;285;243;-;25;100;9711;29459;16108;2142;42079;2158;356;258;451;16833;478;670;862;513;2198;-;23;19;-;-;5;-;-;6;15
"432110 Tapes";32;1009;2906;3355;2738;2833;10509;8409;9090;15482;242;3180;2488;77;3459;7718;4;341;33836;1997;2235;321;4638;7351;34;33;-;514;241;4842;15042;4378;832;8297;478;446;64;229;28;489;686;1128;40;561;-;3;1;-;-;5;-;-;7;-
"432120 Taquara";350;3;13;21;89;79;78;65;26;31;-;23;-;-;3;56;-;-;13;-;-;-;-;23;-;-;-;-;-;21;-;15;3;19;23;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
"432130 Taquari";87;545;1056;1114;1022;1592;3994;3722;3753;4099;380;261;667;140;1485;2296;88;23;1555;644;174;42;609;927;60;28;16;33;32;13160;6950;1997;405;2291;449;76;53;601;10098;333;942;1696;308;2817;-;11;13;1;-;6;2;-;-;15
"432132 Taquaruçu do Sul";1;321;550;694;585;626;1823;1476;1865;3265;265;4;1996;32;94;110;-;1;3728;1221;1342;-;-;-;-;-;3;-;-;5796;-;960;152;1590;89;12;381;188;81000;187;1166;1449;-;2506;-;1;1;-;-;-;-;-;-;-
"432140 Tenente Portela";368;1537;2214;2476;2193;3536;10077;7639;9863;11860;394;1732;2354;571;1536;4762;15;-;2420;1943;249;994;4685;3769;628;265;1;85;900;8097;4585;7628;967;5900;948;70;571;2499;3936;384;96;1029;102;1219;-;-;10;-;-;10;-;-;-;2
"432143 Terra de Areia";461;484;1314;1484;1353;1552;6746;5086;5901;8054;168;1274;2509;79;3051;14724;1;14;2153;1392;104;541;901;3263;15;264;1;-;-;8376;4368;3515;327;2161;369;23;136;287;2641;135;820;777;10;1685;-;8;11;-;-;6;-;-;-;4
"432145 Teutônia";27;243;325;312;349;803;3531;2246;1959;1950;337;620;979;353;716;2628;1;-;1349;555;111;70;290;760;5;32;-;-;-;5725;516;1291;126;1043;248;4;14;114;9;255;359;267;-;851;-;1;-;-;-;1;-;-;-;3
"432146 Tio Hugo";23;93;478;663;690;837;3398;2210;2053;2772;81;318;564;116;392;328;-;-;100;1602;947;204;1775;1678;343;209;-;1585;109;1198;1;4837;53;5295;284;7;471;164;-;70;193;351;-;2805;-;4;1;-;-;-;-;-;-;36
"432147 Tiradentes do Sul";798;585;895;1097;1114;1237;4068;3397;4549;6065;743;566;1349;219;2017;6591;13;11;3474;1342;151;85;1313;1173;206;218;248;2278;242;11614;10424;4688;675;4594;608;295;375;800;755;204;730;947;329;962;-;-;1;-;-;-;-;-;-;-
"432149 Toropi";2;92;217;245;283;332;1727;1203;1404;2107;470;134;201;1;447;2128;-;-;980;396;38;24;696;567;33;725;-;-;-;2511;1061;1333;97;4472;159;10;79;130;4052;101;197;823;-;1530;-;1;-;-;-;-;-;-;-;1
"432150 Torres";30;944;2055;2149;2166;2685;10732;9756;10062;12953;1671;2036;7429;382;9414;33060;-;25;28753;4644;3526;531;2714;3140;43;164;7;3923;-;25166;4203;11557;1437;6307;1120;35;71;1954;-;1295;1921;5530;25;9875;2;13;11;-;-;5;-;-;-;11
"432160 Tramandaí";5;1965;3203;2382;2192;2631;9519;6671;7922;12769;2456;3687;3235;1225;4156;8876;7;22;16539;2001;1151;784;5085;4204;64;693;9;9;94;25481;3591;14986;7410;15104;1455;152;234;2529;11883;614;1111;1848;1018;1722;1;27;15;-;2;5;-;1;2;15
"432162 Travesseiro";77;64;243;305;263;325;1190;1014;1633;3988;250;3;565;2;360;1925;-;2;1362;414;574;4;509;763;9;52;-;-;7;289;33;836;642;5944;236;-;15;320;16;264;816;82;-;958;-;-;-;-;-;-;-;-;-;-
"432163 Três Arroios";1;48;260;273;223;437;1947;1764;1811;3601;36;142;477;165;368;2994;-;7;3;230;235;21;13;590;280;9;-;6;-;4429;3371;1656;69;222;206;2;29;427;11366;62;4156;1003;400;2148;-;-;-;-;-;-;-;-;-;1
"432166 Três Cachoeiras";42;184;290;439;325;390;1520;1471;1524;1794;217;186;698;77;471;878;-;7;2378;567;53;18;154;508;11;25;1;1;-;3598;336;1253;156;1125;151;61;44;111;909;33;255;412;16;712;-;6;1;-;-;1;-;-;1;-
"432170 Três Coroas";109;897;2277;1601;1428;2068;8231;4351;3516;4430;332;569;675;20;932;2898;3;80;3195;1322;3;189;1035;1513;48;55;5;-;2;4462;140;128307;628;5885;400;296;37;186;22;217;496;1099;3;458;-;-;-;-;-;-;-;8;1;19
"432180 Três de Maio";14;1387;2453;2605;3446;6284;21624;18200;19056;28299;2009;3746;7196;129;3696;9288;32;112;13125;6462;2029;694;7089;5272;455;289;498;18681;10;41239;36083;33736;2849;12586;1786;1112;46;899;61012;591;926;2541;4;13430;2;22;10;-;-;13;-;2;4;9
"432183 Três Forquilhas";51;599;964;804;716;781;3577;2803;2339;3802;1436;484;745;-;573;1508;-;13;3157;1519;595;113;869;1365;148;544;-;72;2;1180;8189;2711;152;3619;224;29;41;1461;9761;81;204;398;6;697;-;6;11;-;-;2;-;-;-;3
"432185 Três Palmeiras";49;893;1279;1089;1076;1977;6928;3517;4105;6315;574;1017;1133;824;874;1758;4;-;13530;1480;1271;465;1857;695;600;661;32;40;905;6191;24;1411;364;5407;190;36;200;661;5784;221;491;783;-;298;-;-;-;-;-;-;-;-;-;3
"432190 Três Passos";18;158;458;684;1228;3699;15949;11289;13183;197482;1129;1722;5173;974;5149;23075;178;152;11802;2880;124;474;5454;4313;388;236;75;617;307;30499;11492;10531;1264;8216;1307;120;290;5720;5802;606;2171;4457;363;1223;-;6;5;-;-;1;-;1;-;-
"432195 Trindade do Sul";-;604;1163;566;1209;1606;5226;2897;2779;3993;1442;1376;2039;193;169;661;1;30;19740;2240;435;831;4528;4377;1054;192;430;225;21;19398;7649;4228;3374;7885;1149;2033;714;437;5208;117;977;1394;1860;2683;-;-;-;-;-;-;-;-;-;-
"432200 Triunfo";1030;1915;3097;2832;3002;3769;13705;11242;12286;16685;3313;1721;4382;1542;3130;7971;-;22;6380;2702;1084;302;5995;4883;125;243;2;-;2;13143;1980;9673;615;8242;1002;954;272;366;70;434;1528;2319;31;6422;-;20;11;1;-;10;1;1;5;16
"432210 Tucunduva";58;422;963;837;750;1044;4538;3154;3674;7845;873;749;1615;166;1771;3082;-;4;30732;4356;41;261;8288;9797;4;9;-;117;157;4554;14904;5005;369;3138;440;3;6;753;-;100;505;1075;548;2093;-;1;1;-;-;1;-;-;-;-
"432215 Tunas";-;1135;1710;1825;1465;1925;6332;4027;3715;5235;269;1268;2084;230;605;1846;25;35;329714;1927;2075;355;1143;1053;988;60;7;-;19;9044;202;1863;920;9652;272;119;87;403;8;112;261;827;-;847;1;17;1;1;1;6;-;1;5;40
"432218 Tupanci do Sul";55;178;585;707;608;724;2050;2202;1722;3331;34;144;548;-;245;1179;-;-;11117;1154;79;68;882;313;346;67;-;51;30;1548;-;938;46;972;95;72;43;179;1581;36;371;315;1;269;-;-;1;-;-;-;-;-;-;3
"432220 Tupanciretã";86;1214;2844;2588;2503;2676;9268;6213;5706;9539;1940;1970;1434;223;3660;7012;9;26;2773;1374;227;729;2163;2029;434;891;74;13;2;5307;2632;6711;1078;7884;1285;147;307;449;2482;150;1513;790;240;384;-;27;15;6;-;1;-;-;3;15
"432225 Tupandi";-;1501;2633;1961;1368;2487;8959;4315;3475;3263;1171;814;1237;-;760;12591;325;-;48;1148;-;398;373;851;508;164;4;-;211;281;3714;3779;597;5307;478;14;204;23;-;139;209;359;101;1846;-;-;-;-;-;-;-;-;-;-
"432230 Tuparendi";1;403;690;769;1816;1182;5242;5135;5809;10366;1387;604;1934;163;1223;3699;34;24;11051;623;15;216;7195;2670;167;2662;8;2;150;12105;9343;4849;575;5463;724;216;411;1986;58;237;324;1784;121;3062;-;-;-;-;-;2;-;1;-;-
"432232 Turuçu";202;361;875;839;599;612;2917;1626;1708;2955;1070;245;1225;118;2746;15195;-;-;803;191;253;35;202;442;29;17;48;7;25;5118;31;902;142;1083;73;51;18;678;-;287;2656;2915;2;1679;-;16;5;-;-;3;-;-;-;7
"432234 Ubiretama";-;259;647;1109;1170;1080;3678;3149;3127;4143;89;294;684;328;744;1661;-;-;4923;759;193;48;440;253;483;38;18;5;9;1331;4140;1947;434;3709;288;39;173;89;8950;53;521;757;-;5;-;1;3;-;-;-;-;-;-;-
"432235 União da Serra";10;106;355;319;324;521;2187;1808;2141;2956;39;173;342;-;239;1812;-;3;14003;1011;63;102;1259;1014;414;67;6;17;5;1991;4439;1157;112;2102;134;94;54;38;63;38;246;295;853;403;-;3;2;-;-;3;-;-;-;-
"432237 Unistalda";1512;309;1169;1363;1725;1518;4552;4746;4738;7376;246;3;283;-;1849;3006;-;6;6150;937;12;124;598;1078;347;88;32;14;65;2347;106;5734;1337;9713;288;266;135;43;328;53;353;1931;125;2394;-;-;1;-;-;1;-;-;-;5
"432240 Uruguaiana";338;1193;2629;2316;1629;1619;4870;3415;2885;3703;473;1635;2324;177;917;3278;61;334;3154;1159;-;122;965;591;39;158;22;4172;195;13445;20418;5007;1883;13793;574;253;141;1097;8871;321;92;531;575;849;-;-;-;-;-;-;-;-;-;-
"432250 Vacaria";101;2395;3062;3958;4656;7192;18942;15901;16286;23154;8969;8086;5667;869;6674;21710;1;56;276393;8142;2081;1495;1343;5338;457;667;-;6;3;18614;49916;20898;4733;12312;2225;281;89;1615;4928;437;1027;2153;960;2721;-;11;5;-;-;3;-;-;1;19
"432253 Vale do Sol";-;5794;6800;4606;4340;6315;27658;17242;17832;27768;7949;5982;9479;716;8935;47925;149;135;20890;5502;42;645;5047;4863;395;461;10;2393;31;91042;7624;12911;1262;37768;2287;921;272;7964;6045;1296;1770;2435;42;1975;-;7;7;-;-;6;-;9;32;6
"432254 Vale Real";1324;442;885;1200;1387;2157;5144;4577;4462;6180;584;180;524;123;2326;7801;6;1;129921;1970;318;116;1589;1037;518;690;16;16;1;1262;738;4618;669;4237;588;872;472;785;2766;146;1777;1330;26;3246;-;15;3;1;-;3;-;3;-;2
"432252 Vale Verde";-;819;1583;1505;1020;1288;5174;2841;2817;4330;385;577;799;44;528;1109;17;50;767;867;28;97;397;624;96;164;3;54;-;2129;3308;663;315;3192;197;43;86;444;7318;111;553;571;825;624;-;-;-;-;-;-;-;-;-;-
"432255 Vanini";1;130;345;388;380;611;2429;1660;1550;2379;366;167;499;2;236;913;-;-;6526;436;156;-;401;486;32;59;-;-;63;1058;8952;1661;57;3298;187;7;113;1045;1662;144;456;560;652;433;-;-;-;-;-;1;-;-;-;-
"432260 Venâncio Aires";211;1486;3584;2612;2806;3553;209419;147920;119329;114718;3788;1040;2554;263;3064;17190;2;4;317116;2462;750;130;2152;2644;34;201;2;-;1;4199;2840;6247;1462;15096;777;2;-;3306;14592;1053;1464;830;117;1247;-;7;18;-;-;4;-;-;4;19
"432270 Vera Cruz";-;1090;1142;983;1054;1453;6985;4496;5289;7519;1021;955;2008;170;1375;3676;-;1;9503;1183;116;149;6085;2726;111;52;1;407;-;5118;1884;2206;552;3817;398;105;21;392;938;297;786;1421;91;1758;-;6;6;-;-;-;-;-;2;2
"432280 Veranópolis";178;495;1413;1817;2001;2515;8851;5569;5106;6601;872;256;1386;252;3979;14402;23;100;11502;2797;1081;48;3062;2101;121;198;10;-;-;4377;4332;6199;882;5864;783;547;98;3382;719;451;1203;2194;143;2040;-;11;6;-;-;2;-;-;2;16
"432285 Vespasiano Correa";-;464;900;873;663;915;2749;2419;2447;4148;247;368;763;86;447;2789;-;14;8583;1113;32;212;429;1050;198;41;-;83;-;1397;9244;1280;196;4079;255;43;231;176;4060;95;143;295;326;154;-;2;-;-;-;1;-;-;-;-
"432290 Viadutos";884;54;231;174;419;544;1289;1269;1471;1716;4;31;109;-;19;128;-;-;5247;1032;146;16;47;5;-;-;3;-;-;110;631;99;1;35;19;-;-;174;516;28;24;28;-;15;-;-;-;-;-;-;-;-;-;-
"432300 Viamão";343;2425;2973;2547;2113;2364;9376;7029;8195;11720;3058;1579;2640;467;4399;10424;53;41;3920;2164;1406;530;2109;3428;92;611;24;-;20;16008;-;7464;5791;7590;2221;348;151;477;18;459;1265;1667;-;909;1;19;3;1;-;1;1;-;1;4
"432310 Vicente Dutra";19;1962;2542;2706;2856;2928;4405;3816;3839;4179;155;1187;1271;4;3443;23376;87;9;10967;2619;25;1705;506;901;2968;226;1;28;140;25382;2328;4626;122;2626;189;376;62;929;8965;140;375;931;345;1095;-;1;1;-;-;-;-;-;1;-
"432320 Victor Graeff";-;55;121;128;190;347;1223;1046;1230;1745;310;81;257;36;573;2172;-;-;448;186;20;5;100;121;23;2;3;-;-;8208;5611;316;11;1506;35;1;18;238;5;282;202;1111;5;153;-;2;2;-;-;2;-;-;-;8
"432330 Vila Flores";82;760;1193;1199;1214;1370;4696;2977;3273;4104;2793;581;1079;286;2608;15642;-;-;9794;3767;885;242;255;620;446;178;162;59;625;3216;2456;2693;43;3752;394;238;338;509;1301;134;464;3019;382;3461;-;6;7;-;-;-;-;-;1;7
"432335 Vila Lângaro";14;41;120;211;281;479;6870;1561;1359;1813;1;5;434;13;89;277;-;-;11684;712;2;7;362;1;3;16;-;22;67;861;22;41825;3258;1272;165;39;16;115;-;67;59;179;56;740;-;-;-;-;-;-;-;-;-;-
"432340 Vila Maria";-;37;247;475;520;779;3196;2371;2779;3598;307;455;1460;49;467;1542;-;-;2693;968;773;117;853;293;136;128;4;-;-;777;6;1527;43;695;66;-;-;38;-;82;165;320;-;545;-;1;2;-;-;3;-;-;-;-
"432345 Vila Nova do Sul";-;-;-;-;-;-;-;-;-;-;-;34;203;15;1;9;-;9;-;-;-;-;-;-;-;-;-;2;-;708;27;126;8;26;4;2;-;12;9;32;-;398;36;-;-;-;2;1;-;2;-;-;-;-
"432350 Vista Alegre";-;218;1038;1002;916;1154;3871;2381;3262;4251;305;150;598;14;837;2065;-;4;106;1011;-;267;7667;818;150;608;2;-;-;1561;5531;430;314;514;59;51;28;363;1558;830;821;1214;-;-;-;-;-;-;-;-;-;-;-;3
"432360 Vista Alegre do Prata";22;64;133;122;193;248;840;534;608;857;321;47;272;31;787;7842;-;-;4986;338;200;50;1365;1629;128;205;1;17;398;511;309;1347;85;693;191;11;133;31;1778;25;330;750;366;585;-;1;-;-;-;-;-;-;-;-
"432370 Vista Gaúcha";6;164;534;620;906;966;3313;2051;2051;2695;65;291;988;1;89;660;3;-;-;-;-;-;-;1;-;-;-;-;-;2995;725;1103;154;797;184;-;-;1303;3846;159;607;681;4;1156;-;-;-;-;-;-;-;-;-;-
"432375 Vitória das Missões";-;256;689;827;654;642;3092;2631;3380;4017;125;347;975;19;346;594;-;23;7110;1435;874;126;34;2523;348;190;3;47;407;1836;9135;1238;547;3378;465;97;44;116;9060;181;899;728;71;976;-;4;2;-;-;4;-;-;-;-
"432377 Westfalia";56;936;1446;1029;670;891;4238;2616;2491;4269;492;798;896;28;100;1082;-;5;23322;1767;87;200;422;1206;3;5;-;-;95;28661;7468;644;50;1495;367;2;17;290;14248;166;1310;1367;322;573;-;3;-;-;-;3;-;-;-;10
"432380 Xangri-lá";552;1661;2724;2329;2064;2900;9693;7231;8394;11611;1790;2500;3419;296;3914;7341;78;75;8203;3273;1195;1057;2750;4579;134;156;13;14164;107;8546;17181;6884;3710;8449;819;127;154;640;79;399;1560;1781;1239;4927;-;17;8;-;-;-;-;-;10;5
"500020 Água Clara";6349;4015;5090;4594;4244;6991;15932;9772;7316;5750;4486;6939;2931;837;6271;17311;229;134;5353;2431;1838;2185;6006;2975;374;132;11;4;208;8958;7559;7469;6206;326;1086;400;-;756;20610;749;3205;4251;2026;5115;-;8;4;-;-;5;2;52;3;8
"500025 Alcinópolis";767;284;1115;879;730;912;3775;1648;1362;1762;2234;449;70;516;1002;6624;1;5;-;363;5;68;1383;511;60;1957;-;3;1;4567;6562;940;47;1643;46;25;1;107;235;46;726;763;781;2306;-;5;13;-;-;1;-;-;-;1
"500060 Amambai";16;2548;6384;5666;4743;5768;21361;11573;11576;16997;2949;5373;4532;775;4454;11200;323;242;2147;1828;678;1052;5079;3789;106;218;3;5;43;15302;5909;4301;3169;3260;608;107;-;7441;136800;451;3970;6326;1676;6018;-;11;4;-;-;-;-;3;6;2
"500070 Anastácio";4361;1745;4012;4455;4659;5501;15628;9573;9221;12539;7403;3612;3948;4020;6404;24268;726;366;25870;2335;1631;1771;11947;9202;770;441;46;-;-;72177;9869;21976;5290;37556;1047;57;1;3045;15422;810;4458;6119;1884;4679;1;7;4;1;-;2;-;5;-;4
"500080 Anaurilândia";17;578;2008;2106;2104;2134;8444;5103;4859;7454;4039;2987;747;391;2618;7343;58;109;3492;450;86;661;6320;2728;119;312;10;52;-;16063;32215;2807;1803;2197;252;21;7;440;54;210;1576;1923;4917;4051;-;-;-;-;-;-;-;-;-;-
"500085 Angélica";8487;1435;3971;2890;2251;3565;12690;5837;4298;6553;9257;1955;2039;118;4067;15415;71;36;10161;754;414;675;932;1343;312;26;-;48;2046;12356;10904;9341;1935;6857;535;6;85;777;32;508;1629;1982;835;3792;-;5;2;-;-;1;-;1;1;1
"500090 Antônio João";1287;1244;2434;2085;1598;2244;7561;3560;3005;4010;572;2991;1952;377;2484;15023;100;28;394;337;561;743;2216;781;122;75;11;10;-;23721;8444;3853;2722;988;218;23;-;1448;114782;68;774;967;439;1053;-;12;4;5;-;2;-;4;3;13
"500100 Aparecida do Taboado";410;2995;5593;4478;4240;5688;22634;11268;13426;17606;11044;4152;2181;217;12195;50612;250;158;15798;1541;582;606;1599;5958;188;279;16;2;4942;110725;19997;10330;8211;26103;2096;128;1077;2395;1775;766;3654;5033;1825;4548;13;26;33;1;-;7;-;1;7;54
"500110 Aquidauana";5843;4263;8934;7997;7387;9751;30909;16413;18297;27876;6352;8257;5744;585;14430;46085;396;395;19997;4928;2276;2776;8996;17072;300;718;4;14;30;61759;46715;9517;9925;12664;1744;155;1;1535;3754;1161;6547;7811;8751;8698;-;33;32;3;-;10;-;38;13;80
"500124 Aral Moreira";26;689;1526;1259;881;1404;3760;1338;1195;2107;915;1246;889;39;993;4972;18;19;1302;254;515;243;957;860;80;18;-;-;10;828;3474;2101;706;701;131;258;7;189;570;110;575;959;346;1365;-;5;3;-;-;4;-;10;5;6
"500150 Bandeirantes";6;1024;2419;2128;1812;2496;7779;4230;3822;5331;1702;1171;1172;169;1342;6137;114;70;3987;494;847;211;444;395;149;95;3;4;-;34;12768;3092;354;885;159;46;5;38;2;45;1158;1182;5;3100;-;2;2;-;-;-;-;4;1;-
"500190 Bataguassu";132;771;2488;2447;2351;3657;12841;7535;6780;8221;1748;3521;3088;1000;9509;20611;129;90;26078;795;1205;1039;6563;4180;81;115;2;505;592;66998;47862;7842;3711;6817;585;1380;75;1164;45248;490;3534;4962;2304;7711;-;2;4;-;1;1;-;1;1;10
"500200 Batayporã";2102;2509;4282;3769;3379;4395;15967;8480;7756;139340;9800;2991;2749;199;2397;9412;400;76;13603;636;290;781;2244;3644;314;201;126;1;394;17660;14829;11405;2481;4924;583;188;85;563;752;314;2522;4277;1374;4646;-;14;6;-;-;2;-;13;1;15
"500210 Bela Vista";905;2125;4121;4075;3356;4166;10890;7237;6234;10859;6019;5472;2383;1109;4304;19474;103;431;1958;973;584;1036;5646;2343;110;57;38;38;12;23003;9919;8925;3828;3545;670;433;687;735;744;296;2220;4312;1053;10196;1;29;24;2;-;13;1;1;5;4
"500215 Bodoquena";2;546;1393;1204;1068;923;3887;2210;2154;2462;1428;825;907;367;804;2745;117;10;2057;492;472;173;1028;971;58;38;-;-;28;3745;4430;1626;1046;2367;102;178;1;272;225;137;919;1308;646;3350;-;4;13;-;-;1;-;2;-;1
"500220 Bonito";172;2055;2966;2970;2810;3087;11523;5440;4472;6237;1082;2136;2475;663;1809;8840;28;32;13678;411;140;602;2082;631;42;116;-;108;197;9106;4035;3643;2651;4012;396;56;36;219;120;111;1983;2222;1629;4466;-;-;-;-;-;-;-;1;-;-
"500230 Brasilândia";383;1725;4049;3227;3159;3835;13936;6709;5929;7002;2115;1140;2312;162;1560;2582;45;86;7784;619;377;288;351;2112;108;29;5;135;7;2071;16208;4263;1747;7554;477;7;43;1293;29153;98;2982;3679;2184;7204;1;2;3;-;1;4;-;-;-;12
"500240 Caarapó";47;1537;4309;3989;3773;5262;17274;9051;9307;18318;2268;4227;2522;353;6414;16593;110;253;27619;3315;204;1176;2441;4719;839;912;71;9;5;14766;18071;8234;11135;8768;1199;593;24;1035;163507;230;2628;2621;1481;4279;-;64;30;1;-;14;-;6;3;1
"500260 Camapuã";2350;1643;3765;3690;3216;4186;13480;7642;7077;10771;5903;2716;4425;643;4498;21459;281;142;9247;1475;1055;1020;2581;2820;180;326;31;5;78;115840;17004;4520;2288;4890;836;115;69;420;1031;346;1992;2750;1285;2947;-;8;14;2;-;1;-;13;11;17
"500270 Campo Grande";2905;41133;66434;35179;30162;43164;158548;91141;99479;135482;99787;56113;58816;21428;84738;205929;2368;2092;213529;32473;29301;3455;77675;36865;951;2521;113;907;813;322254;358995;59054;57305;97559;10115;1216;333;13837;49630;6401;27505;40927;15569;38820;5;129;99;21;3;50;-;24;90;539
"500280 Caracol";15;767;1326;1349;1345;1911;19776;2916;2112;2457;304;1511;810;79;172;523;7;7;1342;219;202;213;1034;140;135;15;-;-;2;2735;1252;1407;417;1747;132;4;62;28;-;140;49;100;12;285;-;3;4;1;-;-;-;-;2;-
"500290 Cassilândia";3242;3001;5267;5107;4938;6680;27816;14059;14984;23065;9387;5964;8805;941;13205;68137;439;72;12844;1696;5841;1711;14465;11289;419;129;6;124;17;130741;53276;7875;10927;117989;2197;1588;16;5444;155878;2890;6201;7170;3155;7732;1;7;6;11;-;7;-;1;4;6
"500295 Chapadão do Sul";530;1002;2508;2087;1884;2743;10941;5577;4055;4300;807;1169;2488;292;1204;4028;54;21;3860;760;462;402;4960;6100;196;440;-;1;5;5082;19641;4364;2588;3113;780;191;33;191;29;93;751;851;4100;925;-;1;2;-;-;-;-;-;-;-
"500310 Corguinho";-;910;1492;1768;1662;1927;3737;2258;2491;3144;1178;1641;1575;24;1384;4180;12;4;2610;454;365;929;5680;1183;247;213;-;4868;-;6942;3192;2033;449;1045;36;49;4;59;2580;96;569;2219;585;1650;-;2;5;1;-;4;-;-;2;5
"500315 Coronel Sapucaia";10454;4884;5533;5638;5400;5359;8478;6303;6053;7509;3341;3606;3601;711;3200;9704;229;89;1329;1600;1216;255;237;912;306;51;37;1;-;5097;8508;6057;3117;6100;247;4;2;1455;99110;384;1793;3232;1224;2207;-;-;1;-;-;2;-;-;1;14
"500320 Corumbá";3231;15334;20421;17445;14282;19514;59458;26054;26227;34824;25740;24283;15904;2892;22960;67325;155;1115;90699;11695;3833;6660;18476;17173;825;2035;72;28;682;662099;71562;18821;11285;51491;4621;10769;316;6279;26534;1538;11861;20937;7634;23651;-;52;36;20;-;16;1;6;18;21
"500325 Costa Rica";559;1810;6515;5856;5538;7854;28524;13147;11232;15245;689;4646;4418;712;2100;7370;62;57;29755;822;1700;845;3767;3804;461;850;45;32;25;11834;11616;8998;6947;18062;930;1206;213;4798;7241;442;4281;4450;2693;5257;7;22;24;-;-;8;-;3;8;2
"500330 Coxim";10;2227;4956;4671;4368;4681;18103;10853;10236;17090;3785;7133;6271;632;6872;28987;583;366;13054;1858;2987;1558;5062;4351;185;280;16;-;1;51192;975;8572;5358;2693;1316;372;4;330;855;359;4998;11659;3728;24433;1;6;6;-;-;2;1;34;14;2
"500345 Deodápolis";3274;773;1576;1625;1603;2163;7245;4346;3635;4430;593;2349;2059;145;4356;21386;117;20;2249;439;275;632;9701;1196;157;9;1;-;-;31777;15125;5278;1020;1850;300;7;-;79;4;142;1563;1654;840;3290;-;1;2;-;1;1;-;2;-;3
"500348 Dois Irmãos do Buriti";77;2743;3140;3341;3490;3819;5540;5306;5412;5897;2950;3728;5175;2474;4652;9352;315;399;781;836;3977;2410;631;1253;714;646;13;36;67;8045;10279;4213;1649;2228;388;737;284;555;33;548;2525;5286;1935;6373;-;9;7;-;-;1;-;-;-;10
