 Sistema de Informação de Atenção Básica - Produção e Marcadores - Brasil
Cons.Res.ForaÁreaCons.<1 anoCons.1a4anosCons.5a9anosCons.10a14anosCons.15a19anosCons.20a39anosCons.40a49anosCons.50a59anosCons.60 e maisAtend.PuericulturaAtend.Pré-NatalAtend Prev-citologAtend.DST/AIDSAtend.DiabetesAtend.Hiper.Arter.Atend.HanseníaseAtend.TuberculoseEx.Patologia Clín.Ex.RadiodiagnósticEx.CitopatológicoEx.UltrassonografEx.OutrosEncam.Atend.Espec.Encam.Int.HospitalEncam.Urg./EmergIntern.DomiciliarAtend.Espec.AcTrabVis.Insp.SanitáriaAtend.Indiv.EnfermAtend.Ind.Prof.NS.CurativosInalaçõesInjeçõesRetirada de pontosTerap.Reid.OralSuturaAtend.GrupoProc.Coletiv(PC1)ReuniõesVisita MédicoVisita Enferm.Vis Outr.Prof.NS.Vis Prof.Niv.MédioValvul.Reum.5-14a.AVCInfartoDHEG(Forma Grave)DoençaHemol.Perin.FraturaColoFêmurMening.TuberculosaHans.Grau II e IIICit.Oncot NIC IIIPneum. <5 anos por Município
Período:2013-2015
"Município";"Cons.Res.ForaÁrea";"Cons.<1_ano";"Cons.1a4anos";"Cons.5a9anos";"Cons.10a14anos";"Cons.15a19anos";"Cons.20a39anos";"Cons.40a49anos";"Cons.50a59anos";"Cons.60_e_mais";"Atend.Puericultura";"Atend.Pré-Natal";"Atend_Prev-citolog";"Atend.DST/AIDS";"Atend.Diabetes";"Atend.Hiper.Arter.";"Atend.Hanseníase";"Atend.Tuberculose";"Ex.Patologia_Clín.";"Ex.Radiodiagnóstic";"Ex.Citopatológico";"Ex.Ultrassonograf";"Ex.Outros";"Encam.Atend.Espec.";"Encam.Int.Hospital";"Encam.Urg./Emerg";"Intern.Domiciliar";"Atend.Espec.AcTrab";"Vis.Insp.Sanitária";"Atend.Indiv.Enferm";"Atend.Ind.Prof.NS.";"Curativos";"Inalações";"Injeções";"Retirada_de_pontos";"Terap.Reid.Oral";"Sutura";"Atend.Grupo";"Proc.Coletiv(PC1)";"Reuniões";"Visita_Médico";"Visita_Enferm.";"Vis_Outr.Prof.NS.";"Vis_Prof.Niv.Médio";"Valvul.Reum.5-14a.";"AVC";"Infarto";"DHEG(Forma_Grave)";"DoençaHemol.Perin.";"FraturaColoFêmur";"Mening.Tuberculosa";"Hans.Grau_II_e_III";"Cit.Oncot_NIC_III";"Pneum._<5_anos"
"410280 Bela Vista do Paraíso";8366;726;1226;1205;1023;1868;4889;2764;2912;4439;5343;2235;2215;91;6200;13342;15;36;2839;1797;80;456;2580;1200;137;64;2;4;53;24761;340;9604;2872;5284;924;690;82;268;121;431;1771;5525;51;11508;-;44;35;2;-;36;-;6;4;11
"410290 Bituruna";241;1742;4013;4589;4526;6889;21573;14135;14929;17992;15867;5899;3638;1384;9018;21523;8;31;53435;10266;550;1134;3386;11409;451;2682;69;184;431;41764;11433;6358;2647;18465;1195;785;201;4115;25885;1000;1367;2503;549;2555;8;23;38;15;10;12;8;8;14;9
"410300 Boa Esperança";38;340;1188;1054;1105;1345;5042;3253;2950;4287;3664;1517;1512;80;1107;2274;2;2;1533;173;62;105;2269;1659;165;597;11;-;-;11275;93;4329;1350;17013;406;764;71;217;10328;84;684;943;16;2637;-;-;-;-;-;-;-;-;-;-
"410302 Boa Esperança do Iguaçu";-;155;541;313;328;421;1556;993;973;1344;132;739;585;218;650;4863;20;5;2232;272;535;231;375;816;514;116;16;1;55;3268;517;980;246;1429;160;199;91;198;178;47;851;1015;292;1089;-;10;7;-;-;-;-;-;-;4
"410304 Boa Ventura de São Roque";1;1147;1700;1758;1778;2415;4991;2769;2775;3004;974;689;777;352;757;878;185;292;8635;1610;684;509;1726;1698;678;636;113;1857;556;4066;743;954;565;1224;595;355;400;319;186;256;526;644;294;354;-;1;-;-;-;2;3;-;-;-
"410305 Boa Vista da Aparecida";299;887;1846;1791;1823;2945;8926;6310;6703;10752;2289;4131;2726;81;3700;15028;96;18;4932;1000;39;718;1065;2472;306;418;254;-;822;29215;3137;4048;140;1260;478;2;-;138;5;133;1020;5648;336;14792;-;2;5;-;1;2;-;-;-;2
"410310 Bocaiúva do Sul";56;2259;1626;1523;1545;2987;112595;5024;5317;7854;3999;3244;1838;248;5748;144325;265;403;2200;1243;1528;739;4639;4651;33;5;312;17499;472;13382;2507;2819;1193;15738;786;380;251;46;39;332;770;788;184;162;9;1;-;2;-;1;-;-;2;-
"410315 Bom Jesus do Sul";-;934;1144;1443;1300;1309;4433;2865;2807;4308;416;666;1061;54;730;3573;-;10;8461;404;1;224;1020;1505;464;85;38;64;136;1917;18728;2809;779;4884;286;374;156;523;45642;120;984;1188;85;2189;-;6;4;-;-;1;-;-;-;-
"410320 Bom Sucesso";25;1106;2790;1944;1693;3827;10814;5023;4745;5490;1818;1034;996;231;2529;4507;96;186;-;1269;15;171;427;-;337;288;2;15;228;4477;2145;2604;208;2883;121;10;42;120;25791;102;348;5255;1909;14494;-;6;2;-;-;4;-;3;4;-
"410322 Bom Sucesso do Sul";52;748;677;702;940;1407;1445;1535;557;543;1154;1204;1452;68;2496;11254;-;-;1315;920;1091;783;347;1690;292;204;-;80;1387;1433;2559;1403;1617;1516;292;784;286;226;180;145;788;1703;1216;1410;-;-;-;-;-;1;-;-;-;-
"410330 Borrazópolis";-;1287;2593;2066;2252;2862;5209;3704;4587;6179;1348;946;2033;278;5262;5676;1;-;6251;1390;1786;1843;2560;3353;2366;1276;536;-;2538;3361;1108;1440;1769;2014;791;1875;1643;1148;1354;205;1868;9331;5351;15330;-;-;-;-;-;-;-;-;-;-
"410335 Braganey";1;721;1394;1510;1704;2114;5193;3934;3573;2307;2478;790;690;56;183;4428;39;4;399;302;229;189;2250;509;321;57;7;-;69;2578;238;2594;815;6612;219;515;90;24;1;42;20224;3626;426;2702;3;4;1;-;-;-;-;8;1;3
"410337 Brasilândia do Sul";104;456;789;733;824;1171;4887;3017;2901;4304;1104;817;1002;7;2754;4896;6;4;9692;2039;635;353;17766;10499;602;1885;163;13;28272;30273;43881;11459;5301;27750;603;1761;540;190;18118;233;1619;2570;3643;7172;-;22;12;4;-;8;-;1;3;-
"410340 Cafeara";21;680;1546;1096;1005;1438;5933;3284;2883;3353;300;383;287;1;427;2018;-;-;-;-;-;-;-;-;38;17;12;-;-;913;431;911;664;11335;248;39;60;111;-;11;376;142;12;883;-;-;-;-;-;-;-;-;-;-
"410345 Cafelândia";867;1072;1806;1670;1563;2408;10185;6393;5502;7550;1058;4281;2976;167;7285;25152;68;83;31579;2824;1019;1198;2470;1772;598;484;179;-;430;478054;7352;6212;2692;13826;1310;397;552;6712;19223;414;1357;2202;2853;8528;-;9;14;14;-;1;-;-;2;2
"410347 Cafezal do Sul";11;900;1931;2046;1963;3126;8270;5678;5492;8354;454;918;1432;241;3298;8492;194;11;14889;186;712;582;9464;8771;698;2743;-;154;1029;21556;14639;10036;2306;19912;390;143;358;238;18451;201;1072;2728;4238;13408;-;17;9;-;-;2;-;-;-;1
"410350 Califórnia";180;2569;3676;3871;2785;2820;4643;4681;5170;5458;1179;1312;1378;2366;6073;21870;99;24;5318;2269;804;771;2743;4431;380;10;3;-;164;20826;523;4545;108;1743;178;26;7;95;11;124;2327;3819;215;13385;-;1;-;-;-;3;-;-;-;-
"410360 Cambará";258;899;3020;2930;3190;3940;15834;12969;14522;24229;2690;126;2423;153;17692;40208;106;329;17973;2108;280;14;3552;10764;246;491;34;-;6;61428;3120;4043;1995;2824;625;104;-;100;5825;107;1229;1890;382;2411;1;41;23;23;1;9;-;-;-;-
"410370 Cambé";13198;809;1484;1393;3092;6374;22937;17555;21543;163700;6107;5521;6797;1997;15770;33562;145;1121;24765;9729;1116;1459;5831;20309;165;2109;37;254;231;47533;16337;7792;2583;12638;1751;814;168;1614;27508;1187;4499;5650;1300;24632;-;41;25;2;-;18;-;8;14;8
"410380 Cambira";244;2763;3049;3085;2917;3959;13802;7366;8226;10720;1346;969;1362;259;3528;8019;11;22;4576;1433;842;364;781;1380;643;17;23;-;707;13331;948;3986;3463;28762;451;60;164;91;1;80;435;1693;735;13261;-;1;4;-;-;1;-;-;-;1
"410390 Campina da Lagoa";26;2013;3365;2435;2266;3509;12721;7101;6993;10694;6033;3696;2803;60;6346;12145;91;12;633;246;32;315;288;821;2820;38708;253;1;7;33335;17768;25203;3828;16793;547;59;400;350;4762;335;581;8312;547;3584;-;-;-;-;-;10;-;18;2;1
"410395 Campina do Simão";32;133;318;312;277;328;1111;703;928;1055;324;100;223;3;122;661;5;5;700;199;103;81;651;420;15;5;1;-;53;155;219;385;64;493;5;1;2;180;1752;143;565;732;85;1189;-;-;1;-;-;-;-;-;-;3
"410400 Campina Grande do Sul";785;1173;2123;1877;1492;2966;6724;4326;5180;153428;5066;3262;1384;127;2759;13068;633;214;2944;1225;155;713;1645;2904;7;224;5;40;298;5625;5296;3569;2303;10533;918;138;-;1234;287;86;712;1140;48;191;-;5;4;2;-;-;-;-;1;11
"410405 Campo Bonito";8;245;602;642;535;967;2860;1514;1451;1909;179;326;158;6;236;1128;3;21;10442;607;46;72;559;87;52;51;7;-;-;1856;783;841;1581;1357;139;56;54;1;205;54;289;406;284;756;-;-;-;-;-;-;-;-;-;-
"410410 Campo do Tenente";40;1833;3156;2418;2398;2789;7373;4824;4228;4997;5669;1185;1114;19;2366;6685;7;3;2612;1102;17;98;303;668;189;154;2;-;2;3057;374;4075;3022;3408;139;87;2;285;224;360;725;2214;87;1286;1;7;1;-;-;1;-;1;8;2
"410420 Campo Largo";6900;12744;10461;8139;8228;18024;64832;38312;42500;63080;24554;26709;13502;1092;32535;83480;224;518;241952;13285;5707;7210;41745;45195;956;4618;136;43028;992;138174;77940;23123;7117;49557;7166;2060;235;9431;157364;1433;11933;7802;3657;11026;3;64;52;27;-;23;2;28;9;-
"410425 Campo Magro";17;4924;4742;3599;3620;6624;135144;12144;12594;19557;13433;8774;3937;302;9205;26722;248;278;41480;4850;2772;1953;7770;8815;200;397;1;16;76;24329;14988;7258;2476;16336;1783;243;149;1899;555;373;2842;2040;426;3848;-;18;6;-;1;4;-;8;1;6
"410430 Campo Mourão";531;1147;3379;4446;7369;11451;39371;33344;36867;53838;17113;7202;8752;1839;255526;63779;833;180;55719;6112;416;640;7295;18244;978;404;18;3;354;328381;25302;14166;1757;12402;1815;302;12;769;44920;783;7262;19460;5731;53875;3;330;183;14;1;53;-;24;8;10
"410440 Cândido de Abreu";2511;1324;3278;3104;2765;3846;13466;7956;7847;9204;3311;3138;4111;205;10118;30652;33;3;795;335;2702;902;3613;410;52;122;17;-;-;19537;15204;2793;1433;6726;578;211;11;201;10471;143;1092;2907;1596;3361;-;-;187;294;-;29;4;-;-;-
"410442 Candói";4782;4573;5074;4885;4100;5323;11982;8363;7466;7150;5635;2837;2425;1373;6526;31468;28;50;5969;1962;135;1146;1125;1947;562;634;67;6507;142;47748;2492;9873;4096;10555;805;431;410;694;321;383;1220;7089;407;3152;1;7;7;4;-;1;-;-;-;48
"410445 Cantagalo";178;2129;2970;2834;4703;7507;6688;5185;5279;4750;3466;2551;3016;189;9111;12582;50;13;2015;1083;216;1348;1254;1426;503;255;184;141;512;9972;5617;5663;4756;15809;1116;1000;134;217;111;376;2038;3296;640;1428;-;1;-;-;-;-;-;-;-;-
"410450 Capanema";22;361;597;630;603;627;2604;2243;2713;4249;605;549;2289;103;2614;9164;62;20;2909;624;158;130;879;1055;110;198;2;185;5;11270;2280;4024;241;3893;416;202;83;327;48;278;482;2556;24;1880;-;2;4;-;-;6;-;13;1;6
"410460 Capitão Leônidas Marques";46;880;2043;2081;2075;2662;8250;6218;6955;9477;1083;777;1862;218;2458;6654;40;29;7858;2133;358;241;9136;1611;205;92;62;-;34;20575;4090;3095;665;3909;383;121;70;1988;929;336;1438;4246;503;3667;-;23;7;1;-;5;-;6;3;11
"410465 Carambeí";-;160;148;77;102;134;672;446;694;754;140;87;158;-;371;807;2;-;675;60;-;20;120;162;-;8;57;-;-;340;1003;376;200;547;19;-;1;37;-;23;101;24;21;209;-;1;2;-;-;-;-;-;-;1
"410470 Carlópolis";1185;1923;2583;3165;3291;3817;11970;7215;7028;6469;3984;2213;4400;298;4771;10385;192;24;5109;3788;2179;1649;78;4861;333;11;1;-;396;13707;1057;5456;4540;4561;266;72;-;131;66;143;3838;5604;1213;3169;1;2;1;1;1;1;1;1;1;1
"410480 Cascavel";1193;4461;5861;5345;4982;7884;27845;17600;18051;25657;5852;5728;5468;486;7659;24490;133;50;34454;5042;1524;2118;7112;10246;296;1312;111;29;8;19543;43922;5594;2884;16527;1988;258;216;4975;37186;710;2371;3394;6552;7678;1;19;11;3;1;5;-;9;3;9
"410490 Castro";193;8291;7192;6782;6622;13691;41351;26042;28751;152893;10939;18016;7110;704;19780;45086;638;106;13717;5964;1618;3604;11284;10660;260;1236;30;29;238;55457;11910;12434;3784;28458;2796;339;621;1405;1735;716;3748;3302;288;4416;-;3;32;4;10;5;9;19;-;17
"410500 Catanduvas";640;1472;1984;1824;3328;9866;2682;2433;2687;2512;1516;1950;2176;190;4404;13236;310;672;10528;2413;921;940;136;4167;1052;369;51;-;224;8480;8356;7904;3951;11328;1120;512;640;128;-;32;2979;4448;862;3072;-;-;-;-;-;-;-;-;-;-
"410510 Centenário do Sul";-;574;1667;1365;1370;4118;14872;7522;5000;6147;1577;2548;1927;128;9916;21322;84;20;-;-;-;427;127;-;441;-;51;64;-;6801;322;2772;1123;3928;559;186;-;21;13;84;2080;3073;105;4627;-;-;-;-;-;-;-;-;-;-
"410520 Cerro Azul";204;2867;4133;4148;5034;7501;18744;13089;11474;120737;1891;5109;3514;747;7013;34776;44;66;7284;1337;1338;1819;4055;2561;411;275;38;1;27;50464;6570;11624;3450;7572;572;82;24;730;538;943;473;3554;259;4742;-;4;1;-;-;1;-;1;-;10
"410530 Céu Azul";13;328;1312;1422;1623;2617;8352;5951;6072;11838;2019;2048;2833;75;3985;10734;15;36;4819;1358;255;470;2070;1934;294;83;14;-;16;13256;3141;3047;799;5583;490;415;1;2227;993;315;1974;3351;681;4621;-;7;1;1;-;2;-;5;3;3
"410540 Chopinzinho";4011;1820;3771;4182;4736;6450;150173;14271;15013;360923;14281;3648;6398;677;7200;40244;56;37;40368;4630;665;641;7442;5242;602;1368;14;415;18388;108241;7996;9906;1861;14173;1821;891;542;1177;481;391;2967;4496;866;13772;-;30;40;4;-;33;-;14;-;13
"410550 Cianorte";3559;9350;11413;10241;9243;14103;58538;43634;44453;76460;11145;19990;14848;3277;28488;93946;69;256;43586;3974;4790;2093;16015;14412;298;799;27;1426;11;124692;41011;43107;5371;47228;4332;1470;452;22085;15959;948;3363;4610;424;12687;-;52;41;2;1;7;1;7;4;15
"410560 Cidade Gaúcha";493;1164;2140;2208;2283;3485;10509;6125;109884;9991;4523;2366;2465;496;5350;15006;34;35;2708;1030;487;1178;5873;2728;820;82;350;-;2;23843;5100;6194;749;3373;704;421;26;232;8;217;1751;3386;177;12593;-;-;-;-;-;-;-;-;2;-
"410570 Clevelândia";22;2181;2700;2421;2035;2781;6260;5131;5145;6805;2677;462;2496;47;6566;28969;58;1;5299;1893;996;285;2385;3168;200;92;33;9;176;17125;4886;3521;2611;13174;651;846;3;375;123;619;1332;5633;1807;2794;-;4;3;-;-;4;-;-;2;16
"410580 Colombo";16314;18391;17218;11344;11576;24180;74426;43889;50483;77502;44520;135823;18439;3948;48663;118067;1303;2464;277748;20905;5673;8778;32059;48422;586;2928;55;398;904;1682925;68176;70593;14396;103034;9844;437;58;11960;24796;3874;13489;16312;2143;20616;10;30;10;12;-;5;-;15;3;-
"410590 Colorado";-;1828;4586;5029;4673;5658;23839;12009;11268;21503;1740;2557;3582;110;4872;9814;58;8;16773;3123;69;1795;4943;7439;479;466;-;-;98;5765;18268;6712;2773;7392;761;47;81;1036;21527;357;1931;3000;9227;14795;-;-;-;-;-;-;-;7;-;-
"410600 Congonhinhas";3;1225;2109;1776;1580;2199;6808;4415;4283;5875;181;2202;2612;192;988;1839;11;51;191;61;14;37;9;105;17;3;-;-;-;1805;19;1406;1563;2088;465;1;-;25;7;67;953;2812;33;3723;-;-;-;-;-;-;-;-;-;-
"410610 Conselheiro Mairinck";1;471;1209;1489;1167;1341;4146;2640;2921;3942;5493;769;804;1;3486;6269;-;17;16444;397;265;205;112;1585;474;506;159;136;1587;6658;5421;3248;1887;2585;149;145;133;517;10520;232;1360;4952;2523;3582;-;4;3;-;-;-;-;-;-;-
"410620 Contenda";884;551;1303;1534;1671;2082;8296;5356;5430;8743;4024;2411;2095;115;8103;22736;85;156;14808;2278;1286;483;6211;4017;183;202;1;3;145;23115;3781;26868;4983;14932;2377;58;48;660;4860;459;823;1900;253;874;-;26;9;7;-;4;-;17;8;7
"410630 Corbélia";8;3542;7448;6694;7323;9822;24689;16379;15335;17958;9919;3784;4474;498;11720;36737;118;868;16726;6430;1046;1982;6653;6148;1788;3632;3;29;162;14658;7727;36027;5465;37956;2045;3323;905;486;360;525;1381;2018;1014;8740;-;3;5;-;-;5;-;3;4;2
"410640 Cornélio Procópio";38;1294;2304;2237;3016;4715;16968;13114;15613;25720;2124;3345;4946;2032;18132;37427;649;131;10830;3156;100;47;2520;7974;188;162;1;65;5;93906;6624;14640;5199;12576;2632;232;8;395;241;208;2231;12068;851;19589;-;-;-;-;-;-;-;-;-;-
"410645 Coronel Domingos Soares";337;3325;4249;3216;2617;3816;12455;7012;5857;6891;3270;2070;2298;390;907;2589;43;1;40744;2469;2310;509;5562;5388;958;1343;118;88;874;10225;383103;3340;1016;8959;296;1739;113;311;7236;85;259;1000;365;2004;-;-;-;-;-;-;-;-;-;-
"410650 Coronel Vivida";14315;1377;3901;3523;3305;6929;26258;16927;18693;30746;6015;4579;7433;5339;9058;47723;25;73;14762;3529;1594;1583;5802;4483;643;305;28;5;4;203955;2410;20783;1899;12704;2358;440;208;37789;117687;2425;3154;5605;439;4828;-;3;2;-;-;2;-;-;-;-
"410655 Corumbataí do Sul";20;554;1827;2262;1943;2086;8546;5071;5146;133590;3135;747;1241;15;7264;16786;9;18;25056;1523;96;181;1734;5756;700;307;6;33;508;6543;671;1444;1315;9187;1055;103;137;21;36506;50;111;3077;272;5274;1;25;13;-;-;5;-;-;-;3
"410680 Cruz Machado";180;278;553;803;1333;2011;6856;4312;4433;6763;1343;464;1824;535;1547;8661;-;5;9115;903;96;20;10377;916;160;10;21;6;3;4572;356;4477;591;3346;284;25;7;248;63;228;455;1504;299;1942;-;2;1;-;-;1;-;-;-;2
"410657 Cruzeiro do Iguaçu";14;637;1037;1032;983;1499;5423;3646;3778;4997;484;1303;1652;12;2538;16197;114;19;24672;1170;638;602;2329;3319;1329;4578;4;19;1638;18606;8012;2929;211;3302;635;202;363;135;1972;190;269;960;1152;996;-;-;-;1;-;1;-;2;1;1
"410660 Cruzeiro do Oeste";3;362;2087;2333;2319;3196;15253;10492;11188;170174;3518;1243;2197;874;6709;18627;91;52;406431;2099;386;113;2295;723;127;38;63;28;1;289511;6037;4989;757;4949;744;174;20;805;312;151;1714;18389;833;22077;1;31;13;-;-;24;-;38;-;5
"410670 Cruzeiro do Sul";-;357;671;518;549;748;3384;1874;1508;1978;4322;1138;958;37;1768;4431;12;-;869;401;932;412;456;989;89;3;10;-;74;1598;112;3441;955;5664;483;39;136;1993;16536;351;268;2008;3073;12164;1;15;23;10;-;5;-;-;9;-
"410685 Cruzmaltina";118;470;1265;1092;924;1147;3623;2534;2867;4682;4978;812;1034;89;4027;16545;3;-;9224;721;14;771;1142;2696;1191;193;3;301;2936;9436;7523;2249;1038;1730;272;396;143;340;3944;418;3824;6791;5572;2368;-;1;6;-;-;-;-;-;-;2
"410690 Curitiba";1241425;179801;187512;118375;98372;176350;728889;377645;442645;747343;293793;453586;121910;27878;537202;1208150;7943;20016;3711611;10255;52719;4287;185950;614561;2657;892;295;1479;2492;1421763;16608;82259;25123;373796;25502;662;1715;11658;2124954;12641;56506;48889;32843;244707;1845;12;53;7;5;2;36;-;1;29
"410700 Curiúva";8462;1677;3499;3443;3177;3727;11087;7127;7439;9501;6865;2666;3288;7624;10048;22399;61;48;9230;1179;1665;961;825;2523;499;413;23;-;90;18520;964;5077;949;4101;411;1474;-;1905;6658;763;1964;3195;511;3962;-;-;-;-;-;-;-;-;-;-
"410715 Diamante D'Oeste";747;367;697;653;544;923;2967;1731;1774;2672;436;676;556;97;1030;3332;28;25;2823;1853;377;528;3959;2219;466;157;-;-;319;1014;1283;1508;1294;3906;249;-;4;20;-;23;114;645;500;631;-;-;-;-;-;1;-;-;-;-
"410710 Diamante do Norte";5895;763;2118;1577;1555;2578;7866;4891;4666;7304;454;1217;1202;53;1622;4260;9;18;14902;1135;251;186;1199;4802;130;50;-;4;323;2876;3949;3305;629;6173;424;686;5;64;29;103;782;3917;1836;7160;-;1;8;-;-;3;-;-;1;-
"410712 Diamante do Sul";-;457;869;1072;971;1211;4164;2460;2282;3035;451;435;233;60;1245;4571;2;-;4542;560;197;99;140;1305;142;33;12;-;108;1671;-;963;420;3148;205;46;56;162;1752;101;487;662;335;680;-;-;-;-;-;-;-;-;-;-
"410720 Dois Vizinhos";4541;984;2725;2682;3088;5735;17896;11357;12508;19242;3327;3309;5007;172;6791;23073;106;22;25833;2769;1415;969;2963;4179;382;855;98;12;156;43040;11302;13078;3024;13457;1568;1059;656;14745;73848;480;1326;5826;1260;5182;1;21;466;3;-;5;-;8;6;6
"410725 Douradina";-;660;1468;1527;1303;1918;5840;4120;5089;7642;569;1831;1856;280;5203;10262;160;46;2;132;114;186;2;561;60;7;17;22;18;12323;4425;9197;238;3745;80;-;1;53;11;156;571;5184;15;8481;-;-;2;-;-;1;-;-;-;-
"410730 Doutor Camargo";-;131;422;355;382;582;2198;1696;1573;2329;613;618;375;12;1772;259102;10;-;5327;1410;299;170;3574;1432;123;45;5;3;-;889;5384;1867;201;849;164;-;-;45;22;49;508;639;272;2234;-;2;-;-;-;-;-;-;-;-
"412863 Doutor Ulysses";-;979;1514;2437;2388;2408;3773;3820;3161;3615;219;763;1412;484;2266;9841;457;12;7785;1671;1409;1274;664;518;303;484;16;-;2;6052;49;4127;2193;6323;457;37;171;2046;44154;91;950;1313;102;1507;-;-;-;-;-;-;-;1;-;1
"410740 Enéas Marques";-;114;209;333;419;805;3355;2466;3101;3193;470;1260;2276;98;1298;6417;20;6;8183;1202;2;493;902;2094;-;10;25;1;168;7670;1352;1895;506;1750;573;27;71;98;-;58;232;494;29;740;-;2;7;-;-;-;-;1;3;1
"410750 Engenheiro Beltrão";-;1151;2399;2373;2249;3721;10072;9788;9987;10544;3978;2979;3052;131;3534;7948;132;380;2978;1202;344;210;2269;17175;428;124;70;261;70;16798;22241;12260;2062;6409;858;266;85;176;68527;311;3336;5836;584;23918;-;5;7;12;1;6;-;9;5;-
"410753 Entre Rios do Oeste";-;808;1169;1603;657;1066;3815;2066;1775;3196;515;168;1;3;1607;8761;2;-;4009;291;781;76;-;1815;237;60;112;39;236;525;172;1353;194;2472;314;4;62;50;-;67;90;432;140;387;-;-;2;-;-;-;-;-;1;-
"410752 Esperança Nova";1272;862;1719;1248;1074;1594;4527;3605;3192;6614;672;803;746;75;2983;7303;-;21;151885;1550;641;394;6792;6499;318;32;8;45;985;3308;6768;3299;992;5833;185;2;78;227;429;85;431;933;221;3735;1;10;16;-;1;4;-;-;-;4
"410754 Espigão Alto do Iguaçu";-;297;360;313;248;222;662;425;475;613;1171;880;1657;276;1462;2281;39;19;387;608;1151;537;252;791;311;354;32;35;140;1915;643;2108;906;2494;347;482;330;239;153;136;1346;2156;340;2940;-;1;5;-;-;2;1;1;-;1
"410755 Farol";958;548;1250;1137;1027;1133;3746;2809;2479;4275;428;665;590;-;2162;7783;45;110;5489;387;463;499;1145;1211;96;131;-;1;1529;5074;3475;3648;1580;5774;201;448;63;84;1258;111;1468;3011;1268;5879;-;1;1;-;-;-;-;2;3;-
"410760 Faxinal";2;1449;3102;3148;3036;3321;4857;4149;4067;4986;6454;1205;2873;-;5534;37127;4;-;5118;1774;2045;1291;280;429;376;280;80;-;1;37536;14;706;750;1756;190;43;138;9;2;120;35171;37589;14;-;-;41;126;1;-;-;-;-;-;-
"410765 Fazenda Rio Grande";42;10403;9681;7725;8589;18849;179525;40152;41061;54756;19962;33500;11888;944;30294;64763;1176;912;121483;18362;3989;8451;39706;33492;673;4177;80;41;311;81651;14473;15881;12864;233798;7889;965;155;13108;34944;1244;6650;4664;1097;17990;2;13;152;1226;131;74;18;7;43;50
"410770 Fênix";66;59;160;212;165;313;1008;530;511;1496;1611;281;310;163;1353;3918;5;4;1712;353;12;93;297;727;144;26;5;4;33;2137;467;697;21;237;12;30;9;78;3;51;207;597;53;1967;-;2;3;-;-;2;-;-;-;-
"410773 Fernandes Pinheiro";-;1173;3365;2698;2111;2600;8235;5978;5218;6608;4991;773;882;28;1673;8322;45;34;5361;1516;291;209;719;628;131;173;11;14;525;3967;815;2389;849;5970;231;216;85;1337;15985;110;981;1880;582;2456;-;-;1;-;-;1;-;-;-;-
"410775 Figueira";4;1140;2021;2269;2614;4130;10036;9439;9086;12049;516;2219;1791;1483;10661;20486;4;322;22389;2646;771;181;337;552;43;8;-;-;2127;6804;13015;3662;3233;3268;501;66;29;68;11;99;1394;2826;9846;2662;-;-;2;-;-;-;-;-;-;-
"410785 Flor da Serra do Sul";-;728;1753;1333;1264;1727;5624;3991;3975;5703;812;1024;928;-;2770;18821;101;1;9866;1074;524;163;334;855;234;106;-;-;91;16750;19;3166;255;6414;336;-;198;151;43;116;197;696;88;1174;-;2;2;1;-;-;-;3;-;-
"410780 Floraí";-;1854;1967;1695;941;1442;4152;4289;3982;3752;4486;1448;1493;39;2610;9565;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2133;554;3386;23;19;7;76;-;11;718;991;60;3856;-;-;-;-;-;-;-;-;-;-
"410790 Floresta";73;168;413;286;357;584;1860;1252;1536;2470;1419;811;600;47;1500;3597;30;13;3078;328;259;374;598;1077;42;7;83;-;-;5176;1003;1139;7;378;25;7;6;81;4560;349;505;998;888;5897;1;7;3;4;-;2;-;-;1;4
"410800 Florestópolis";30042;1186;2768;2592;2561;3666;22357;13484;12532;14184;2997;4286;2862;277;17607;32766;120;116;6545;1818;639;1733;6357;5578;237;40;21;18;1113;5526;517;4569;2344;3917;927;139;-;28;13984;426;291;2221;728;32316;-;20;5;-;2;8;7;25;1;8
"410810 Flórida";1;302;766;630;523;766;3673;1705;1388;2064;257;400;316;27;330;1627;-;-;348;165;-;157;264;580;18;793;-;-;64;5280;1252;1817;845;2567;170;170;132;6;-;44;339;669;604;1945;-;6;-;-;1;3;-;-;-;-
"410820 Formosa do Oeste";682;947;1394;992;820;1091;3131;2213;2353;4006;583;309;2354;216;1464;3063;13;3;675;341;100;18;140;258;29;285;13;1;1910;11444;9533;2090;912;7421;485;179;190;166;183;69;774;2542;867;5887;-;-;-;-;-;-;-;-;-;-
"410830 Foz do Iguaçu";4801;6902;14548;12038;10903;16000;54633;40481;45232;125298;25405;21909;19691;7108;31200;75585;1608;4242;40704;11962;2674;4443;13963;26482;349;2584;142;4462;7164;242984;11423;21092;17009;102027;7797;650;2296;2096;142007;1594;4249;5043;425;5105;20;9;3;1;-;-;3;10;2;9
"410845 Foz do Jordão";98;508;1022;902;904;1319;5969;2833;2633;2548;2996;974;668;69;1716;9836;-;-;10982;1047;-;236;2560;4952;1000;1482;26;278;3458;17779;14492;4078;1950;6432;258;98;29;108;13650;113;665;2064;377;2732;-;-;-;7;-;1;-;-;-;1
